"Date","Stratified_1"
2018-12-24,FALSE
2018-12-25,FALSE
2018-12-26,FALSE
2018-12-27,FALSE
2018-12-28,FALSE
2018-12-29,FALSE
2018-12-30,FALSE
2018-12-31,FALSE
2019-01-01,FALSE
2019-01-02,FALSE
2019-01-03,FALSE
2019-01-04,FALSE
2019-01-05,FALSE
2019-01-06,FALSE
2019-01-07,FALSE
2019-01-08,FALSE
2019-01-09,FALSE
2019-01-10,FALSE
2019-01-11,FALSE
2019-01-12,FALSE
2019-01-13,FALSE
2019-01-14,FALSE
2019-01-15,FALSE
2019-01-16,FALSE
2019-01-17,FALSE
2019-01-18,FALSE
2019-01-19,FALSE
2019-01-20,FALSE
2019-01-21,FALSE
2019-01-22,FALSE
2019-01-23,FALSE
2019-01-24,FALSE
2019-01-25,FALSE
2019-01-26,FALSE
2019-01-27,FALSE
2019-01-28,FALSE
2019-01-29,FALSE
2019-01-30,FALSE
2019-01-31,FALSE
2019-02-01,FALSE
2019-02-02,FALSE
2019-02-03,FALSE
2019-02-04,FALSE
2019-02-05,FALSE
2019-02-06,FALSE
2019-02-07,FALSE
2019-02-08,FALSE
2019-02-09,FALSE
2019-02-10,FALSE
2019-02-11,FALSE
2019-02-12,FALSE
2019-02-13,FALSE
2019-02-14,FALSE
2019-02-15,FALSE
2019-02-16,FALSE
2019-02-17,FALSE
2019-02-18,FALSE
2019-02-19,FALSE
2019-02-20,FALSE
2019-02-21,FALSE
2019-02-22,FALSE
2019-02-23,FALSE
2019-02-24,FALSE
2019-02-25,FALSE
2019-02-26,FALSE
2019-02-27,FALSE
2019-02-28,FALSE
2019-03-01,FALSE
2019-03-02,FALSE
2019-03-03,FALSE
2019-03-04,FALSE
2019-03-05,FALSE
2019-03-06,FALSE
2019-03-07,FALSE
2019-03-08,FALSE
2019-03-09,FALSE
2019-03-10,FALSE
2019-03-11,FALSE
2019-03-12,FALSE
2019-03-13,FALSE
2019-03-14,FALSE
2019-03-15,FALSE
2019-03-16,FALSE
2019-03-17,FALSE
2019-03-18,FALSE
2019-03-19,FALSE
2019-03-20,FALSE
2019-03-21,FALSE
2019-03-22,FALSE
2019-03-23,FALSE
2019-03-24,FALSE
2019-03-25,FALSE
2019-03-26,FALSE
2019-03-27,FALSE
2019-03-28,FALSE
2019-03-29,FALSE
2019-03-30,FALSE
2019-03-31,FALSE
2019-04-01,FALSE
2019-04-02,FALSE
2019-04-03,FALSE
2019-04-04,FALSE
2019-04-05,FALSE
2019-04-06,FALSE
2019-04-07,FALSE
2019-04-08,FALSE
2019-04-09,FALSE
2019-04-10,FALSE
2019-04-11,FALSE
2019-04-12,FALSE
2019-04-13,FALSE
2019-04-14,FALSE
2019-04-15,FALSE
2019-04-16,FALSE
2019-04-17,FALSE
2019-04-18,FALSE
2019-04-19,FALSE
2019-04-20,FALSE
2019-04-21,FALSE
2019-04-22,FALSE
2019-04-23,FALSE
2019-04-24,FALSE
2019-04-25,FALSE
2019-04-26,FALSE
2019-04-27,FALSE
2019-04-28,FALSE
2019-04-29,FALSE
2019-04-30,FALSE
2019-05-01,FALSE
2019-05-02,FALSE
2019-05-03,FALSE
2019-05-04,FALSE
2019-05-05,FALSE
2019-05-06,TRUE
2019-05-07,TRUE
2019-05-08,FALSE
2019-05-09,FALSE
2019-05-10,FALSE
2019-05-11,FALSE
2019-05-12,FALSE
2019-05-13,FALSE
2019-05-14,FALSE
2019-05-15,FALSE
2019-05-16,FALSE
2019-05-17,FALSE
2019-05-18,FALSE
2019-05-19,FALSE
2019-05-20,FALSE
2019-05-21,FALSE
2019-05-22,FALSE
2019-05-23,FALSE
2019-05-24,FALSE
2019-05-25,FALSE
2019-05-26,FALSE
2019-05-27,FALSE
2019-05-28,FALSE
2019-05-29,FALSE
2019-05-30,FALSE
2019-05-31,FALSE
2019-06-01,FALSE
2019-06-02,FALSE
2019-06-03,FALSE
2019-06-04,FALSE
2019-06-05,FALSE
2019-06-06,FALSE
2019-06-07,FALSE
2019-06-08,TRUE
2019-06-09,TRUE
2019-06-10,TRUE
2019-06-11,TRUE
2019-06-12,TRUE
2019-06-13,TRUE
2019-06-14,TRUE
2019-06-15,TRUE
2019-06-16,TRUE
2019-06-17,TRUE
2019-06-18,TRUE
2019-06-19,TRUE
2019-06-20,TRUE
2019-06-21,TRUE
2019-06-22,TRUE
2019-06-23,TRUE
2019-06-24,TRUE
2019-06-25,TRUE
2019-06-26,TRUE
2019-06-27,TRUE
2019-06-28,TRUE
2019-06-29,TRUE
2019-06-30,TRUE
2019-07-01,TRUE
2019-07-02,TRUE
2019-07-03,TRUE
2019-07-04,TRUE
2019-07-05,TRUE
2019-07-06,TRUE
2019-07-07,TRUE
2019-07-08,TRUE
2019-07-09,TRUE
2019-07-10,TRUE
2019-07-11,TRUE
2019-07-12,TRUE
2019-07-13,TRUE
2019-07-14,TRUE
2019-07-15,TRUE
2019-07-16,TRUE
2019-07-17,TRUE
2019-07-18,TRUE
2019-07-19,TRUE
2019-07-20,TRUE
2019-07-21,TRUE
2019-07-22,TRUE
2019-07-23,TRUE
2019-07-24,TRUE
2019-07-25,TRUE
2019-07-26,TRUE
2019-07-27,TRUE
2019-07-28,TRUE
2019-07-29,TRUE
2019-07-30,TRUE
2019-07-31,TRUE
2019-08-01,TRUE
2019-08-02,TRUE
2019-08-03,TRUE
2019-08-04,TRUE
2019-08-05,TRUE
2019-08-06,TRUE
2019-08-07,TRUE
2019-08-08,TRUE
2019-08-09,TRUE
2019-08-10,TRUE
2019-08-11,TRUE
2019-08-12,TRUE
2019-08-13,TRUE
2019-08-14,TRUE
2019-08-15,TRUE
2019-08-16,TRUE
2019-08-17,TRUE
2019-08-18,TRUE
2019-08-19,TRUE
2019-08-20,TRUE
2019-08-21,TRUE
2019-08-22,TRUE
2019-08-23,TRUE
2019-08-24,TRUE
2019-08-25,TRUE
2019-08-26,TRUE
2019-08-27,TRUE
2019-08-28,TRUE
2019-08-29,TRUE
2019-08-30,TRUE
2019-08-31,TRUE
2019-09-01,TRUE
2019-09-02,TRUE
2019-09-03,TRUE
2019-09-04,TRUE
2019-09-05,TRUE
2019-09-06,TRUE
2019-09-07,TRUE
2019-09-08,TRUE
2019-09-09,TRUE
2019-09-10,TRUE
2019-09-11,TRUE
2019-09-12,TRUE
2019-09-13,TRUE
2019-09-14,FALSE
2019-09-15,FALSE
2019-09-16,FALSE
2019-09-17,FALSE
2019-09-18,FALSE
2019-09-19,FALSE
2019-09-20,FALSE
2019-09-21,FALSE
2019-09-22,FALSE
2019-09-23,TRUE
2019-09-24,TRUE
2019-09-25,FALSE
2019-09-26,FALSE
2019-09-27,FALSE
2019-09-28,FALSE
2019-09-29,FALSE
2019-09-30,FALSE
2019-10-01,FALSE
2019-10-02,FALSE
2019-10-03,FALSE
2019-10-04,FALSE
2019-10-05,FALSE
2019-10-06,FALSE
2019-10-07,FALSE
2019-10-08,FALSE
2019-10-09,FALSE
2019-10-10,FALSE
2019-10-11,FALSE
2019-10-12,FALSE
2019-10-13,FALSE
2019-10-14,FALSE
2019-10-15,FALSE
2019-10-16,FALSE
2019-10-17,FALSE
2019-10-18,FALSE
2019-10-19,FALSE
2019-10-20,FALSE
2019-10-21,FALSE
2019-10-22,FALSE
2019-10-23,FALSE
2019-10-24,FALSE
2019-10-25,FALSE
2019-10-26,FALSE
2019-10-27,FALSE
2019-10-28,FALSE
2019-10-29,FALSE
2019-10-30,FALSE
2019-10-31,FALSE
2019-11-01,FALSE
2019-11-02,FALSE
2019-11-03,FALSE
2019-11-04,FALSE
2019-11-05,FALSE
2019-11-06,FALSE
2019-11-07,FALSE
2019-11-08,FALSE
2019-11-09,FALSE
2019-11-10,FALSE
2019-11-11,FALSE
2019-11-12,FALSE
2019-11-13,FALSE
2019-11-14,FALSE
2019-11-15,FALSE
2019-11-16,FALSE
2019-11-17,FALSE
2019-11-18,FALSE
2019-11-19,FALSE
2019-11-20,FALSE
2019-11-21,FALSE
2019-11-22,FALSE
2019-11-23,FALSE
2019-11-24,FALSE
2019-11-25,FALSE
2019-11-26,FALSE
2019-11-27,FALSE
2019-11-28,FALSE
2019-11-29,FALSE
2019-11-30,FALSE
2019-12-01,FALSE
2019-12-02,FALSE
2019-12-03,FALSE
2019-12-04,FALSE
2019-12-05,FALSE
2019-12-06,FALSE
2019-12-07,FALSE
2019-12-08,FALSE
2019-12-09,FALSE
2019-12-10,FALSE
2019-12-11,FALSE
2019-12-12,FALSE
2019-12-13,FALSE
2019-12-14,FALSE
2019-12-15,FALSE
2019-12-16,FALSE
2019-12-17,FALSE
2019-12-18,FALSE
2019-12-19,FALSE
2019-12-20,FALSE
2019-12-21,FALSE
2019-12-22,FALSE
2019-12-23,FALSE
2019-12-24,FALSE
2019-12-25,FALSE
2019-12-26,FALSE
2019-12-27,FALSE
2019-12-28,FALSE
2019-12-29,FALSE
2019-12-30,FALSE
2019-12-31,FALSE
2020-01-01,FALSE
2020-01-02,FALSE
2020-01-03,FALSE
2020-01-04,FALSE
2020-01-05,FALSE
2020-01-06,FALSE
2020-01-07,FALSE
2020-01-08,FALSE
2020-01-09,FALSE
2020-01-10,FALSE
2020-01-11,FALSE
2020-01-12,FALSE
2020-01-13,FALSE
2020-01-14,FALSE
2020-01-15,FALSE
2020-01-16,FALSE
2020-01-17,FALSE
2020-01-18,FALSE
2020-01-19,FALSE
2020-01-20,FALSE
2020-01-21,FALSE
2020-01-22,FALSE
2020-01-23,FALSE
2020-01-24,FALSE
2020-01-25,FALSE
2020-01-26,FALSE
2020-01-27,FALSE
2020-01-28,FALSE
2020-01-29,FALSE
2020-01-30,FALSE
2020-01-31,FALSE
2020-02-01,FALSE
2020-02-02,FALSE
2020-02-03,FALSE
2020-02-04,FALSE
2020-02-05,FALSE
2020-02-06,FALSE
2020-02-07,FALSE
2020-02-08,FALSE
2020-02-09,FALSE
2020-02-10,FALSE
2020-02-11,FALSE
2020-02-12,FALSE
2020-02-13,FALSE
2020-02-14,FALSE
2020-02-15,FALSE
2020-02-16,FALSE
2020-02-17,FALSE
2020-02-18,FALSE
2020-02-19,FALSE
2020-02-20,FALSE
2020-02-21,FALSE
2020-02-22,FALSE
2020-02-23,FALSE
2020-02-24,FALSE
2020-02-25,FALSE
2020-02-26,FALSE
2020-02-27,FALSE
2020-02-28,FALSE
2020-02-29,FALSE
2020-03-01,FALSE
2020-03-02,FALSE
2020-03-03,FALSE
2020-03-04,FALSE
2020-03-05,FALSE
2020-03-06,FALSE
2020-03-07,FALSE
2020-03-08,FALSE
2020-03-09,FALSE
2020-03-10,FALSE
2020-03-11,FALSE
2020-03-12,FALSE
2020-03-13,FALSE
2020-03-14,FALSE
2020-03-15,FALSE
2020-03-16,FALSE
2020-03-17,FALSE
2020-03-18,FALSE
2020-03-19,FALSE
2020-03-20,FALSE
2020-03-21,FALSE
2020-03-22,FALSE
2020-03-23,FALSE
2020-03-24,FALSE
2020-03-25,FALSE
2020-03-26,FALSE
2020-03-27,FALSE
2020-03-28,FALSE
2020-03-29,FALSE
2020-03-30,FALSE
2020-03-31,FALSE
2020-04-01,FALSE
2020-04-02,FALSE
2020-04-03,FALSE
2020-04-04,FALSE
2020-04-05,FALSE
2020-04-06,FALSE
2020-04-07,FALSE
2020-04-08,FALSE
2020-04-09,FALSE
2020-04-10,FALSE
2020-04-11,FALSE
2020-04-12,FALSE
2020-04-13,FALSE
2020-04-14,FALSE
2020-04-15,FALSE
2020-04-16,FALSE
2020-04-17,FALSE
2020-04-18,FALSE
2020-04-19,FALSE
2020-04-20,FALSE
2020-04-21,FALSE
2020-04-22,FALSE
2020-04-23,FALSE
2020-04-24,FALSE
2020-04-25,FALSE
2020-04-26,FALSE
2020-04-27,FALSE
2020-04-28,FALSE
2020-04-29,FALSE
2020-04-30,FALSE
2020-05-01,FALSE
2020-05-02,FALSE
2020-05-03,FALSE
2020-05-04,FALSE
2020-05-05,FALSE
2020-05-06,FALSE
2020-05-07,FALSE
2020-05-08,FALSE
2020-05-09,FALSE
2020-05-10,FALSE
2020-05-11,FALSE
2020-05-12,FALSE
2020-05-13,FALSE
2020-05-14,FALSE
2020-05-15,FALSE
2020-05-16,FALSE
2020-05-17,FALSE
2020-05-18,FALSE
2020-05-19,FALSE
2020-05-20,TRUE
2020-05-21,TRUE
2020-05-22,TRUE
2020-05-23,TRUE
2020-05-24,TRUE
2020-05-25,TRUE
2020-05-26,TRUE
2020-05-27,TRUE
2020-05-28,TRUE
2020-05-29,TRUE
2020-05-30,TRUE
2020-05-31,TRUE
2020-06-01,TRUE
2020-06-02,TRUE
2020-06-03,TRUE
2020-06-04,TRUE
2020-06-05,TRUE
2020-06-06,TRUE
2020-06-07,TRUE
2020-06-08,TRUE
2020-06-09,TRUE
2020-06-10,TRUE
2020-06-11,TRUE
2020-06-12,TRUE
2020-06-13,TRUE
2020-06-14,TRUE
2020-06-15,TRUE
2020-06-16,TRUE
2020-06-17,TRUE
2020-06-18,TRUE
2020-06-19,TRUE
2020-06-20,TRUE
2020-06-21,TRUE
2020-06-22,TRUE
2020-06-23,TRUE
2020-06-24,TRUE
2020-06-25,TRUE
2020-06-26,TRUE
2020-06-27,TRUE
2020-06-28,TRUE
2020-06-29,TRUE
2020-06-30,TRUE
2020-07-01,TRUE
2020-07-02,TRUE
2020-07-03,TRUE
2020-07-04,TRUE
2020-07-05,TRUE
2020-07-06,TRUE
2020-07-07,TRUE
2020-07-08,TRUE
2020-07-09,TRUE
2020-07-10,TRUE
2020-07-11,TRUE
2020-07-12,TRUE
2020-07-13,TRUE
2020-07-14,TRUE
2020-07-15,TRUE
2020-07-16,TRUE
2020-07-17,TRUE
2020-07-18,TRUE
2020-07-19,TRUE
2020-07-20,TRUE
2020-07-21,TRUE
2020-07-22,TRUE
2020-07-23,TRUE
2020-07-24,TRUE
2020-07-25,TRUE
2020-07-26,TRUE
2020-07-27,TRUE
2020-07-28,TRUE
2020-07-29,TRUE
2020-07-30,TRUE
2020-07-31,TRUE
2020-08-01,TRUE
2020-08-02,TRUE
2020-08-03,TRUE
2020-08-04,TRUE
2020-08-05,TRUE
2020-08-06,TRUE
2020-08-07,TRUE
2020-08-08,TRUE
2020-08-09,TRUE
2020-08-10,TRUE
2020-08-11,TRUE
2020-08-12,TRUE
2020-08-13,TRUE
2020-08-14,TRUE
2020-08-15,TRUE
2020-08-16,TRUE
2020-08-17,TRUE
2020-08-18,TRUE
2020-08-19,TRUE
2020-08-20,TRUE
2020-08-21,TRUE
2020-08-22,TRUE
2020-08-23,TRUE
2020-08-24,TRUE
2020-08-25,TRUE
2020-08-26,TRUE
2020-08-27,TRUE
2020-08-28,TRUE
2020-08-29,TRUE
2020-08-30,TRUE
2020-08-31,TRUE
2020-09-01,TRUE
2020-09-02,TRUE
2020-09-03,TRUE
2020-09-04,TRUE
2020-09-05,TRUE
2020-09-06,TRUE
2020-09-07,TRUE
2020-09-08,TRUE
2020-09-09,TRUE
2020-09-10,TRUE
2020-09-11,TRUE
2020-09-12,TRUE
2020-09-13,TRUE
2020-09-14,TRUE
2020-09-15,TRUE
2020-09-16,TRUE
2020-09-17,TRUE
2020-09-18,FALSE
2020-09-19,FALSE
2020-09-20,FALSE
2020-09-21,FALSE
2020-09-22,FALSE
2020-09-23,FALSE
2020-09-24,FALSE
2020-09-25,FALSE
2020-09-26,FALSE
2020-09-27,FALSE
2020-09-28,FALSE
2020-09-29,FALSE
2020-09-30,FALSE
2020-10-01,FALSE
2020-10-02,FALSE
2020-10-03,FALSE
2020-10-04,FALSE
2020-10-05,FALSE
2020-10-06,FALSE
2020-10-07,FALSE
2020-10-08,FALSE
2020-10-09,FALSE
2020-10-10,FALSE
2020-10-11,FALSE
2020-10-12,FALSE
2020-10-13,FALSE
2020-10-14,FALSE
2020-10-15,FALSE
2020-10-16,FALSE
2020-10-17,FALSE
2020-10-18,FALSE
2020-10-19,FALSE
2020-10-20,FALSE
2020-10-21,FALSE
2020-10-22,FALSE
2020-10-23,FALSE
2020-10-24,FALSE
2020-10-25,FALSE
2020-10-26,FALSE
2020-10-27,FALSE
2020-10-28,FALSE
